image,title,author,technical,support_material,date
https://content2.cdnprado.net/imagenes/Documentos/imgsem/11/11b6/11b6297d-0348-498e-923a-0d5f895e1dc4/cab0b5c3-8eca-4ce9-b81f-03b298903be3_268.jpg,Bodas de Psiquis y Cupido,Perino del Vaga,Oleo , lienzo,1500
https://content3.cdnprado.net/imagenes/Documentos/imgsem/89/89a0/89a0772d-2aeb-447a-b78f-53eef894c1aa/18db768f-95ce-4131-ba50-d2bdff642658_268.jpg,La Oracion en el Huerto,Correggio (Obra Copiada de),Oleo , tabla,1500
https://content3.cdnprado.net/imagenes/Documentos/imgsem/cc/ccfa/ccfaa637-9057-4d8d-81a4-dca756d7ab10/707d3c75-2b93-49ad-baa2-e514ca2c5a33_268.jpg,"La Virgen con el Niño, San Juan y angeles","Sarto, Andrea del (Obra Copiada de)",Oleo , tabla,1500
https://content1.cdnprado.net/imagenes/Documentos/imgsem/e9/e935/e935d0f8-0eaf-4f80-8584-83f10d554e3c/a69370de-3c00-4371-b032-9a718ee8e505_268.jpg,Personaje desconocido,Anonimo,Oleo , lienzo,1500
https://content2.cdnprado.net/imagenes/Documentos/imgsem/fe/fe33/fe33be15-2b11-4dc5-a29a-67f2e914172f/e64e220e-5161-4990-9aed-290f53ce69c2_268.jpg,Retratos,"Badile, Antonio (Atribuido)",Oleo , lienzo sin forrar,1500
https://content3.cdnprado.net/imagenes/Documentos/imgsem/9d/9dc9/9dc9b63c-0ca3-4045-8c8d-c8e07d5f39af/42be3818-33d4-4b85-b674-d6e5ea92b978_268.jpg,Autorretrato,"Bordon, Paris",Oleo , lienzo,1500
https://content.cdnprado.net/imagenes/Documentos/imgsem/75/752b/752bd738-91a0-4dbe-8fd8-e817695d9576/e1c6f16e-aba0-4a24-8977-38ee72476dc6_268.jpg,Retrato de caballero,Anonimo,Oleo , lienzo,1500
https://content3.cdnprado.net/imagenes/Documentos/imgsem/77/7734/7734f142-bef9-4d1d-bb33-73020f457fb4/0de3d5ee-f8ec-4230-a70d-a717c77f71f9_268.jpg,La Virgen con el Niño,"Cima Da Conegliano, Giovanni Battista",Oleo , tabla,1500
https://content3.cdnprado.net/imagenes/Documentos/imgsem/33/3347/3347201a-b56f-41e7-ad4b-d95e3da2f060/40ee89df-a149-4c4b-9187-a540e85429e6_268.jpg,Magdalena penitente,Anonimo,Oleo , tabla,1500
https://content3.cdnprado.net/imagenes/Documentos/imgsem/46/46fe/46fe40bb-8565-4e5e-a1b7-9afd292ed162/8f9d2cc4-d397-4817-98c8-c097463d8542_268.jpg,Mesa alegre,"Campi, Vincenzo",Oleo , lienzo,1500
https://content.cdnprado.net/imagenes/Documentos/imgsem/27/27aa/27aa2319-06a9-4dfd-b6ab-3b29371f9fd4/b9c4c1e7-c0c8-4f23-9a99-5b2bf885d586_268.jpg,La escuela,Anonimo,Oleo , lienzo,1500
